ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI_raw,AGI,AGI_num,AdjacentIncome,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Zillow_value,Zillow_value2,ZillowAdj,Price_Index,AdjacentZillow2,Proximity,Coffees,NewCoffees,CRIME_COUNT,A1,A2,DM,NB,Color,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh
11201,Brooklyn,Northwest Brooklyn,2017,"$6,001,817,000 ","30,900",194234,"$194,234",194234,107924.33,"$101,150.00 ","$152,775.00 ","$1,051.58 ",65.30%,4.60%,30.10%,Y,12,"Court St, Jay St - MetroTech, DeKalb Av, High St, Jay St - MetroTech, Hoyt - Schermerhorn Sts, York St, Bergen St, Clark St, Borough Hall, Hoyt St, Borough Hall",11,"R, B, Q, A, C, F, G, 2, 3, 4, 5",40,0,65.843,1.4,40.693682,-73.989693,"11251, 11205, 11217, 11231",0.50102769,0.50102769,0.484899918,0.484899918,0.36,0.022777515,23,2,1731,31,708,18,14,blue,65,46874.6,69680,0.890887346,0.913241778
11201,Brooklyn,Northwest Brooklyn,2018,"$6,001,817,000 ","30,900",194234,"$194,234",194234,107924.33,"$101,150.00 ","$152,775.00 ","$1,051.58 ",65.30%,4.60%,30.10%,Y,12,"Court St, Jay St - MetroTech, DeKalb Av, High St, Jay St - MetroTech, Hoyt - Schermerhorn Sts, York St, Bergen St, Clark St, Borough Hall, Hoyt St, Borough Hall",11,"R, B, Q, A, C, F, G, 2, 3, 4, 5",40,0,65.843,1.4,40.693682,-73.989693,"11251, 11205, 11217, 11231",0.456408304,0.456408304,0.456408304,0.456408304,0.36,0.022777515,23,2,1731,31,708,18,14,blue,65,46874.6,69680,0.890887346,0.913241778
11201,Brooklyn,Northwest Brooklyn,2019,"$6,001,817,000 ","30,900",194234,"$194,234",194234,107924.33,"$101,150.00 ","$152,775.00 ","$1,051.58 ",65.30%,4.60%,30.10%,Y,12,"Court St, Jay St - MetroTech, DeKalb Av, High St, Jay St - MetroTech, Hoyt - Schermerhorn Sts, York St, Bergen St, Clark St, Borough Hall, Hoyt St, Borough Hall",11,"R, B, Q, A, C, F, G, 2, 3, 4, 5",40,0,65.843,1.4,40.693682,-73.989693,"11251, 11205, 11217, 11231",0.456408304,0.456408304,0.456408304,0.456408304,0.36,0.022777515,23,2,1731,31,708,18,14,blue,65,46874.6,69680,0.890887346,0.913241778
11201,Brooklyn,Northwest Brooklyn,2020,"$6,001,817,000 ","30,900",194234,"$194,234",194234,107924.33,"$101,150.00 ","$152,775.00 ","$1,051.58 ",65.30%,4.60%,30.10%,Y,12,"Court St, Jay St - MetroTech, DeKalb Av, High St, Jay St - MetroTech, Hoyt - Schermerhorn Sts, York St, Bergen St, Clark St, Borough Hall, Hoyt St, Borough Hall",11,"R, B, Q, A, C, F, G, 2, 3, 4, 5",40,0,65.843,1.4,40.693682,-73.989693,"11251, 11205, 11217, 11231",0.456408304,0.456408304,0.456408304,0.456408304,0.36,0.022777515,23,2,1731,31,708,18,14,blue,65,46874.6,69680,0.890887346,0.913241778
11201,Brooklyn,Northwest Brooklyn,2021,"$6,001,817,000 ","30,900",194234,"$194,234",194234,107924.33,"$101,150.00 ","$152,775.00 ","$1,051.58 ",65.30%,4.60%,30.10%,Y,12,"Court St, Jay St - MetroTech, DeKalb Av, High St, Jay St - MetroTech, Hoyt - Schermerhorn Sts, York St, Bergen St, Clark St, Borough Hall, Hoyt St, Borough Hall",11,"R, B, Q, A, C, F, G, 2, 3, 4, 5",40,0,65.843,1.4,40.693682,-73.989693,"11251, 11205, 11217, 11231",0.456408304,0.456408304,0.456408304,0.456408304,0.36,0.022777515,23,2,1731,31,708,18,14,blue,65,46874.6,69680,0.890887346,0.913241778
11201,Brooklyn,Northwest Brooklyn,2022,"$6,001,817,000 ","30,900",194234,"$194,234",194234,107924.33,"$101,150.00 ","$152,775.00 ","$1,051.58 ",65.30%,4.60%,30.10%,Y,12,"Court St, Jay St - MetroTech, DeKalb Av, High St, Jay St - MetroTech, Hoyt - Schermerhorn Sts, York St, Bergen St, Clark St, Borough Hall, Hoyt St, Borough Hall",11,"R, B, Q, A, C, F, G, 2, 3, 4, 5",40,0,65.843,1.4,40.693682,-73.989693,"11251, 11205, 11217, 11231",0.456408304,0.456408304,0.456408304,0.456408304,0.36,0.022777515,23,2,1731,31,708,18,14,blue,65,46874.6,69680,0.890887346,0.913241778
11201,Brooklyn,Northwest Brooklyn,2023,"$6,001,817,000 ","30,900",194234,"$194,234",194234,107924.33,"$101,150.00 ","$152,775.00 ","$1,051.58 ",65.30%,4.60%,30.10%,Y,12,"Court St, Jay St - MetroTech, DeKalb Av, High St, Jay St - MetroTech, Hoyt - Schermerhorn Sts, York St, Bergen St, Clark St, Borough Hall, Hoyt St, Borough Hall",11,"R, B, Q, A, C, F, G, 2, 3, 4, 5",40,0,65.843,1.4,40.693682,-73.989693,"11251, 11205, 11217, 11231",0.456408304,0.456408304,0.456408304,0.456408304,0.36,0.022777515,23,2,1731,31,708,18,14,blue,65,46874.6,69680,0.890887346,0.913241778
11201,Brooklyn,Northwest Brooklyn,2024,"$6,001,817,000 ","30,900",194234,"$194,234",194234,107924.33,"$101,150.00 ","$152,775.00 ","$1,051.58 ",65.30%,4.60%,30.10%,Y,12,"Court St, Jay St - MetroTech, DeKalb Av, High St, Jay St - MetroTech, Hoyt - Schermerhorn Sts, York St, Bergen St, Clark St, Borough Hall, Hoyt St, Borough Hall",11,"R, B, Q, A, C, F, G, 2, 3, 4, 5",40,0,65.843,1.4,40.693682,-73.989693,"11251, 11205, 11217, 11231",0.456408304,0.456408304,0.456408304,0.456408304,0.36,0.022777515,23,2,1731,31,708,18,14,blue,65,46874.6,69680,0.890887346,0.913241778
11201,Brooklyn,Northwest Brooklyn,2024,"$6,001,817,000 ","30,900",194234,"$194,234",194234,107924.33,"$101,150.00 ","$152,775.00 ","$1,051.58 ",65.30%,4.60%,30.10%,Y,12,"Court St, Jay St - MetroTech, DeKalb Av, High St, Jay St - MetroTech, Hoyt - Schermerhorn Sts, York St, Bergen St, Clark St, Borough Hall, Hoyt St, Borough Hall",11,"R, B, Q, A, C, F, G, 2, 3, 4, 5",40,0,65.843,1.4,40.693682,-73.989693,"11251, 11205, 11217, 11231",0.456408304,0.456408304,0.456408304,0.456408304,0.36,0.022777515,23,2,1731,31,708,18,14,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2001,"$1,014,236,000 ","30,635",33107,"$44,290",44290,49360.62,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",,,,,,0.09251337,,,,13,76,4,7,purple,38,52061.08675,80382.83593,0,0
11203,Brooklyn,Flatbush,2002,"$1,023,501,000 ","30,135",33964,"$44,721",44721,49707.94,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",,,,,,0.09251337,,,,29,85,4,17,purple,38,51446.63339,78836.50594,0,0
11203,Brooklyn,Flatbush,2004,"$1,070,935,000 ","33,972",31524,"$39,508",39508,43277.22,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.104549676,,0.131028482,,,0.09251337,,,,67,143,6,28,green,98,43532.17044,63267.33923,0,0
11203,Brooklyn,Flatbush,2005,"$1,070,341,000 ","32,933",32501,"$39,393",39393,43808.18,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.118661871,0.118661871,0.143824764,0.143824764,0.16,0.09251337,,,,52,138,24,49,green,98,43487.57892,64127.4283,0.822550449,0.978768815
11203,Brooklyn,Flatbush,2006,"$1,118,280,000 ","33,272",33610,"$39,474",39474,44537.84,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.146112764,0.146112764,0.171605395,0.171605395,0.19,0.09251337,,,2501,43,124,18,30,blue,65,44350.42332,66478.2646,0.893471665,1.130588767
11203,Brooklyn,Flatbush,2007,"$1,195,047,000 ","36,500",32741,"$37,406",37406,42492.85,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.154682638,0.154682638,0.176722252,0.176722252,0.19,0.09251337,,,2314,28,113,25,42,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11203,Brooklyn,Flatbush,2008,"$1,222,126,000 ","34,652",35269,"$38,819",38819,43853.67,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.149105091,0.149105091,0.164113681,0.164113681,0.18,0.09251337,,,2153,17,119,8,31,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
11203,Brooklyn,Flatbush,2009,"$1,245,861,000 ","34,853",35746,"$39,502",39502,44386.09,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.131779132,0.131779132,0.145626234,0.145626234,0.17,0.09251337,,,2188,16,116,7,8,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
11203,Brooklyn,Flatbush,2010,"$1,269,960,000 ","35,690",35583,"$38,703",38703,44120.46,,,,,,,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.125314675,0.125314675,0.136301677,0.136301677,0.16,0.09251337,,,2277,14,102,0,5,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11203,Brooklyn,Flatbush,2011,"$1,292,232,000 ","36,306",35593,"$37,513",37513,42860.64,"$48,797.00 ","$62,792.00 ",$236.67 ,55.70%,7.30%,37.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.121774037,0.121774037,0.128343617,0.128343617,0.15,0.09251337,,,2298,19,102,10,7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11203,Brooklyn,Flatbush,2012,"$1,308,996,000 ","36,190",36170,"$37,337",37337,44598.25,"$49,002.00 ","$62,518.00 ",$232.42 ,55.30%,7.60%,37.10%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.11934394,0.11934394,0.123195317,0.123195317,0.15,0.09251337,,,2248,10,107,3,1,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11203,Brooklyn,Flatbush,2013,"$1,346,763,000 ","36,830",36567,"$37,189",37189,43767.28,"$48,400.00 ","$61,959.00 ",$240.25 ,54.50%,7.90%,37.60%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.121818441,0.121818441,0.123891304,0.123891304,0.16,0.09251337,0,0,2264,14,108,6,5,green,98,43815.08331,64311.00676,0.775961819,0.83549439
11203,Brooklyn,Flatbush,2014,"$1,416,696,000 ","37,250",38032,"$38,070",38070,46052.86,"$46,630.00 ","$60,629.00 ",$248.92 ,53.50%,7.50%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.119427909,0.119427909,0.119547337,0.119547337,0.17,0.09251337,2,0,2311,9,112,7,3,red,22,44754.1094,66383.317,0.834928415,0.869141886
11203,Brooklyn,Flatbush,2015,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.126260777,0.126260777,0.126260777,0.126260777,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2016,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.141498475,0.141498475,0.139682601,0.139682601,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2017,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.157155767,0.157155767,0.15209702,0.15209702,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2018,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.126260777,0.126260777,0.126260777,0.126260777,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2019,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.126260777,0.126260777,0.126260777,0.126260777,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2020,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.126260777,0.126260777,0.126260777,0.126260777,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2021,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.126260777,0.126260777,0.126260777,0.126260777,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2022,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.126260777,0.126260777,0.126260777,0.126260777,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2023,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.126260777,0.126260777,0.126260777,0.126260777,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2025,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.126260777,0.126260777,0.126260777,0.126260777,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11203,Brooklyn,Flatbush,2025,"$1,465,816,000 ","37,620",38964,"$38,964",38964,47354.43,"$45,936.00 ","$58,403.00 ",$265.75 ,54.30%,6.70%,39.00%,N,,,,,7,0,16.513,2.1,40.649591,-73.934371,"11225, 11213, 11212, 11236, 11234, 11210, 11226",0.126260777,0.126260777,0.126260777,0.126260777,0.18,0.09251337,3,0,2148,18,131,7,12,blue,65,46874.6,69680,0.890887346,0.913241778
11204,Brooklyn,Borough Park,2001,"$1,036,425,000 ","21,970",47175,"$63,109",63109,66993.05,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",,,,,,0.077433358,,,,40,148,36,24,purple,38,52061.08675,80382.83593,0,0
11204,Brooklyn,Borough Park,2002,"$1,035,636,000 ","21,496",48178,"$63,436",63436,67051.32,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",,,,,,0.077433358,,,,40,150,35,25,purple,38,51446.63339,78836.50594,0,0
11204,Brooklyn,Borough Park,2004,"$1,074,886,000 ","27,138",39608,"$49,639",49639,53110.88,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.153531321,,0.192415478,,,0.077433358,,,,53,213,58,28,green,98,43532.17044,63267.33923,0,0
11204,Brooklyn,Borough Park,2005,"$1,141,100,000 ","27,284",41823,"$50,692",50692,54189.79,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.164172187,0.164172187,0.198985789,0.198985789,0.21,0.077433358,,,,52,173,109,56,green,98,43487.57892,64127.4283,0.822550449,0.978768815
11204,Brooklyn,Borough Park,2006,"$1,228,066,000 ","29,345",41849,"$49,150",49150,54019.07,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.191826939,0.191826939,0.225295428,0.225295428,0.23,0.077433358,,,982,43,188,40,36,green,98,44350.42332,66478.2646,0.893471665,1.130588767
11204,Brooklyn,Borough Park,2007,"$1,465,241,000 ","31,967",45836,"$52,367",52367,53055.95,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.189246748,0.189246748,0.216211153,0.216211153,0.22,0.077433358,,,865,28,218,36,22,green,98,43326.83186,63664.85351,0.892759679,1.135458269
11204,Brooklyn,Borough Park,2008,"$1,373,159,000 ","30,115",45597,"$50,187",50187,53203.96,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.186638446,0.186638446,0.20542506,0.20542506,0.21,0.077433358,,,821,44,205,25,10,green,98,44541.41962,64579.99543,0.890607641,1.042492584
11204,Brooklyn,Borough Park,2009,"$1,356,634,000 ","29,805",45517,"$50,300",50300,53750.45,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.181480283,0.181480283,0.200549888,0.200549888,0.2,0.077433358,,,744,34,226,17,9,green,98,43818.55709,64797.35987,0.83252179,0.960932841
11204,Brooklyn,Borough Park,2010,"$1,395,287,000 ","30,254",46119,"$50,162",50162,53028.16,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.191441797,0.191441797,0.208226514,0.208226514,0.2,0.077433358,,,653,36,195,13,7,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11204,Brooklyn,Borough Park,2011,"$1,457,111,000 ","30,852",47229,"$49,777",49777,52740.31,"$44,312.00 ","$59,739.00 ",$365.92 ,52.60%,5.00%,42.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.191471434,0.191471434,0.201801114,0.201801114,0.19,0.077433358,,,757,32,180,6,7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11204,Brooklyn,Borough Park,2012,"$1,518,148,000 ","31,460",48256,"$49,813",49813,53172.12,"$45,112.00 ","$61,911.00 ",$367.83 ,52.60%,5.40%,42.00%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.193307453,0.193307453,0.199545724,0.199545724,0.19,0.077433358,,,728,22,178,18,12,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11204,Brooklyn,Borough Park,2013,"$1,606,891,000 ","31,820",50499,"$51,358",51358,53667.93,"$45,472.00 ","$62,859.00 ",$394.17 ,52.10%,5.60%,42.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.207665008,0.207665008,0.211198636,0.211198636,0.2,0.077433358,0,0,749,30,218,11,13,green,98,43815.08331,64311.00676,0.775961819,0.83549439
11204,Brooklyn,Borough Park,2014,"$1,677,447,000 ","32,620",51424,"$51,475",51475,54280.73,"$45,593.00 ","$63,616.00 ",$430.50 ,52.50%,5.40%,42.10%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.222032036,0.222032036,0.222254068,0.222254068,0.22,0.077433358,4,0,745,23,194,23,9,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11204,Brooklyn,Borough Park,2015,"$1,769,965,000 ","33,400",52993,"$52,993",52993,56984.33,"$46,560.00 ","$65,150.00 ",$466.25 ,53.40%,5.20%,41.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.236501722,0.236501722,0.236501722,0.236501722,0.24,0.077433358,7,0,775,31,213,21,20,blue,65,46874.6,69680,0.890887346,0.913241778
11204,Brooklyn,Borough Park,2016,"$1,769,965,000 ","33,400",52993,"$52,993",52993,56984.33,"$46,560.00 ","$65,150.00 ",$466.25 ,53.40%,5.20%,41.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.256666375,0.256666375,0.253372532,0.253372532,0.24,0.077433358,7,0,775,31,213,21,20,blue,65,46874.6,69680,0.890887346,0.913241778
11204,Brooklyn,Borough Park,2017,"$1,769,965,000 ","33,400",52993,"$52,993",52993,56984.33,"$46,560.00 ","$65,150.00 ",$466.25 ,53.40%,5.20%,41.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.274143414,0.274143414,0.265318907,0.265318907,0.24,0.077433358,7,0,775,31,213,21,20,blue,65,46874.6,69680,0.890887346,0.913241778
11204,Brooklyn,Borough Park,2018,"$1,769,965,000 ","33,400",52993,"$52,993",52993,56984.33,"$46,560.00 ","$65,150.00 ",$466.25 ,53.40%,5.20%,41.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.236501722,0.236501722,0.236501722,0.236501722,0.24,0.077433358,7,0,775,31,213,21,20,blue,65,46874.6,69680,0.890887346,0.913241778
11204,Brooklyn,Borough Park,2019,"$1,769,965,000 ","33,400",52993,"$52,993",52993,56984.33,"$46,560.00 ","$65,150.00 ",$466.25 ,53.40%,5.20%,41.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.236501722,0.236501722,0.236501722,0.236501722,0.24,0.077433358,7,0,775,31,213,21,20,blue,65,46874.6,69680,0.890887346,0.913241778
11204,Brooklyn,Borough Park,2020,"$1,769,965,000 ","33,400",52993,"$52,993",52993,56984.33,"$46,560.00 ","$65,150.00 ",$466.25 ,53.40%,5.20%,41.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.236501722,0.236501722,0.236501722,0.236501722,0.24,0.077433358,7,0,775,31,213,21,20,blue,65,46874.6,69680,0.890887346,0.913241778
11204,Brooklyn,Borough Park,2021,"$1,769,965,000 ","33,400",52993,"$52,993",52993,56984.33,"$46,560.00 ","$65,150.00 ",$466.25 ,53.40%,5.20%,41.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.236501722,0.236501722,0.236501722,0.236501722,0.24,0.077433358,7,0,775,31,213,21,20,blue,65,46874.6,69680,0.890887346,0.913241778
11204,Brooklyn,Borough Park,2022,"$1,769,965,000 ","33,400",52993,"$52,993",52993,56984.33,"$46,560.00 ","$65,150.00 ",$466.25 ,53.40%,5.20%,41.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.236501722,0.236501722,0.236501722,0.236501722,0.24,0.077433358,7,0,775,31,213,21,20,blue,65,46874.6,69680,0.890887346,0.913241778
11204,Brooklyn,Borough Park,2023,"$1,769,965,000 ","33,400",52993,"$52,993",52993,56984.33,"$46,560.00 ","$65,150.00 ",$466.25 ,53.40%,5.20%,41.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.236501722,0.236501722,0.236501722,0.236501722,0.24,0.077433358,7,0,775,31,213,21,20,blue,65,46874.6,69680,0.890887346,0.913241778
