ZIP,BORO,NEIGHBORHOOD,NAME,WIKILINK,description,fulllink
10459,Bronx,Hunts Point and Mott Haven,Hunts Point,"Hunts_Point,_Bronx","Hunts Point is a neighborhood located on a peninsula in the South Bronx of New York City. It is the location of one of the largest food distribution facilities in the world, the Hunts Point Cooperative Market. The neighborhood is part of Bronx Community District 2. Its boundaries are the Bruckner Expressway to the west and north, the Bronx River to the east, and the East River to the south. Hunts Point Avenue is the primary street through Hunts Point. ZIP codes include 10474. The neighborhood is served by the New York City Police Department's 41st Precinct.","https://en.wikipedia.org/wiki/Hunts_Point,_Bronx"
10474,Bronx,Hunts Point and Mott Haven,Hunts Point,"Hunts_Point,_Bronx","Hunts Point is a neighborhood located on a peninsula in the South Bronx of New York City. It is the location of one of the largest food distribution facilities in the world, the Hunts Point Cooperative Market. The neighborhood is part of Bronx Community District 2. Its boundaries are the Bruckner Expressway to the west and north, the Bronx River to the east, and the East River to the south. Hunts Point Avenue is the primary street through Hunts Point. ZIP codes include 10474. The neighborhood is served by the New York City Police Department's 41st Precinct.","https://en.wikipedia.org/wiki/Hunts_Point,_Bronx"
11416,Queens,Southwest Queens,Ozone Park,"Ozone_Park,_Queens","Ozone Park is a neighborhood located in the southwestern section of the borough of Queens, in New York City, New York, United States. It borders Woodhaven, Richmond Hill, Howard Beach, and City Line, Brooklyn.[3][4][5] Different parts of the neighborhood are covered by Queens Community Board 9 and 10.[6] The neighborhood is located in the Fifth Congressional District, and is represented by Democrat Gregory Meeks.","https://en.wikipedia.org/wiki/Ozone_Park,_Queens"
11417,Queens,Southwest Queens,Ozone Park,"Ozone_Park,_Queens","Ozone Park is a neighborhood located in the southwestern section of the borough of Queens, in New York City, New York, United States. It borders Woodhaven, Richmond Hill, Howard Beach, and City Line, Brooklyn.[3][4][5] Different parts of the neighborhood are covered by Queens Community Board 9 and 10.[6] The neighborhood is located in the Fifth Congressional District, and is represented by Democrat Gregory Meeks.","https://en.wikipedia.org/wiki/Ozone_Park,_Queens"
11420,Queens,Southwest Queens,Ozone Park,"Ozone_Park,_Queens","Ozone Park is a neighborhood located in the southwestern section of the borough of Queens, in New York City, New York, United States. It borders Woodhaven, Richmond Hill, Howard Beach, and City Line, Brooklyn.[3][4][5] Different parts of the neighborhood are covered by Queens Community Board 9 and 10.[6] The neighborhood is located in the Fifth Congressional District, and is represented by Democrat Gregory Meeks.","https://en.wikipedia.org/wiki/Ozone_Park,_Queens"
11215,Brooklyn,Northwest Brooklyn,Park Slope,Park_Slope,"Park Slope is a neighborhood in northwest Brooklyn, New York City. Park Slope is roughly bounded by Prospect Park and Prospect Park West to the east, Fourth Avenue to the west, Flatbush Avenue to the north, and Prospect Expressway to the south. Generally, the section from Flatbush Avenue to Garfield Place (the ""named streets"") is considered the ""North Slope"", the section from 1st through 9th Streets is considered the ""Center Slope"", and south of 10th Street, the ""South Slope"".[2][3][4] The neighborhood takes its name from its location on the western slope of neighboring Prospect Park. Fifth Avenue and Seventh Avenue are its primary commercial streets, while its east-west side streets are lined with brownstones and apartment buildings.[5]",https://en.wikipedia.org/wiki/Park_Slope
10462,Bronx,Southeast Bronx,Parkchester,"Parkchester,_Bronx","Parkchester is a planned community originally developed by the Metropolitan Life Insurance Company and located in the southeast Bronx, New York City. The neighborhood is part of Bronx Community Board 9. Its boundaries, starting from the north and moving clockwise, are East Tremont Avenue to the north, Castle Hill Avenue to the east, the Cross-Bronx Expressway-Westchester Avenue to the south (Westchester Avenue is the southern border east of Metropolitan Avenue), and White Plains Road to the west. Metropolitan Avenue is the primary thoroughfare through Parkchester. The 6 and <6>â€‹ trains of the New York City Subway operate along Westchester Avenue. The local ZIP code is 10462. The area is patrolled by the NYPD's 43rd Precinct[4] located at 900 Fteley Avenue in Soundview. New York City Housing Authority (NYCHA) property in the area is patrolled by PSA 8 at 2794 Randall Avenue in Throggs Neck.","https://en.wikipedia.org/wiki/Parkchester,_Bronx"
10464,Bronx,Southeast Bronx,Pelham Bay,"Pelham_Bay_(neighborhood),_Bronx","Pelham Bay is a middle class residential neighborhood in the borough of the Bronx, in New York City. It is named for Pelham Bay Park, New York City's largest park, which lies on the neighborhood's northeastern border; and for Pelham Bay, a body of water in that park.","https://en.wikipedia.org/wiki/Pelham_Bay_(neighborhood),_Bronx"
10469,Bronx,Northeast Bronx,Pelham Gardens,"Pelham_Gardens,_Bronx","Pelham Gardens is an upper middle-class neighborhood geographically located in the Northeast section of New York City in the United States. Its boundaries, starting from the north and moving clockwise are: East Gun Hill Road to the north and east, Pelham Parkway to the south, and Laconia Avenue to the west. Eastchester Road is the primary thoroughfare through Pelham Gardens. The local subway is the 5 line; operating alongside Esplanade. ZIP codes include 10469. The area is patrolled by the New York Police Department's 49th Precinct located at 2121 Eastchester Road in Morris Park.","https://en.wikipedia.org/wiki/Pelham_Gardens,_Bronx"
10309,Staten Island,South Shore,Pleasant Plains,"Pleasant_Plains,_Staten_Island","Pleasant Plains is a neighborhood located on Staten Island, one of the five boroughs of New York City, New York, the most populous city in the United States. It is bordered by Woodrow to the north, the Lower New York Bay to the south, Richmond Valley to the west, and Prince's Bay to the east. The neighborhood is represented in the New York City Council by Joe Borelli.","https://en.wikipedia.org/wiki/Pleasant_Plains,_Staten_Island"
11365,Queens,Central Queens,Pomonok,"Pomonok,_Queens","Pomonok is a working class neighborhood in the New York City borough of Queens. This large public housing development[1] in South Flushing was built in 1949 on the former site of Pomonok Country Club. The name comes from a Native American word for eastern Long Island, and means either ""land of tribute"" or ""land where there is travelling by water"".","https://en.wikipedia.org/wiki/Pomonok,_Queens"
11367,Queens,Central Queens,Pomonok,"Pomonok,_Queens","Pomonok is a working class neighborhood in the New York City borough of Queens. This large public housing development[1] in South Flushing was built in 1949 on the former site of Pomonok Country Club. The name comes from a Native American word for eastern Long Island, and means either ""land of tribute"" or ""land where there is travelling by water"".","https://en.wikipedia.org/wiki/Pomonok,_Queens"
10302,Staten Island,Port Richmond,Port Richmond,"Port_Richmond,_Staten_Island","Port Richmond is a neighborhood situated on the North Shore of Staten Island, a borough of New York City. It is along the waterfront of the Kill Van Kull, with the southern terminus of the Bayonne Bridge serving as the boundary between it and Elm Park, the neighborhood which borders it on the west. Formerly an independent village, it is one of the oldest neighborhoods on the island. In the 19th century it was an important transportation and industrial center of the island, but this role has vanished nearly completely, leaving a largely blue collar residential area bypassed by the shift of development of the island to its interior after the 1960s. The formerly bustling commercial center along Richmond Avenue (now Port Richmond Avenue) had been largely abandoned at the time, But in recent years many small businesses have opened in the area with the commercial activity shifting inland to Forest Avenue (or leaving the neighborhood altogether and relocating to the Staten Island Mall when the latter opened in the summer of 1973).","https://en.wikipedia.org/wiki/Port_Richmond,_Staten_Island"
10310,Staten Island,Port Richmond,Port Richmond,"Port_Richmond,_Staten_Island","Port Richmond is a neighborhood situated on the North Shore of Staten Island, a borough of New York City. It is along the waterfront of the Kill Van Kull, with the southern terminus of the Bayonne Bridge serving as the boundary between it and Elm Park, the neighborhood which borders it on the west. Formerly an independent village, it is one of the oldest neighborhoods on the island. In the 19th century it was an important transportation and industrial center of the island, but this role has vanished nearly completely, leaving a largely blue collar residential area bypassed by the shift of development of the island to its interior after the 1960s. The formerly bustling commercial center along Richmond Avenue (now Port Richmond Avenue) had been largely abandoned at the time, But in recent years many small businesses have opened in the area with the commercial activity shifting inland to Forest Avenue (or leaving the neighborhood altogether and relocating to the Staten Island Mall when the latter opened in the summer of 1973).","https://en.wikipedia.org/wiki/Port_Richmond,_Staten_Island"
11427,Queens,Southeast Queens,Queens Village,"Queens_Village,_Queens","Queens Village is a mostly residential middle class neighborhood in the eastern part of the New York City borough of Queens.[4] The Queens Village Post Office serves the ZIP codes of 11427 (Hollis Hills and Bellaire), 11428 (central Queens Village), and 11429 (Southern Queens Village below Jamaica Ave). The neighborhood is part of Queens Community Board 13.[5]","https://en.wikipedia.org/wiki/Queens_Village,_Queens"
11428,Queens,Southeast Queens,Queens Village,"Queens_Village,_Queens","Queens Village is a mostly residential middle class neighborhood in the eastern part of the New York City borough of Queens.[4] The Queens Village Post Office serves the ZIP codes of 11427 (Hollis Hills and Bellaire), 11428 (central Queens Village), and 11429 (Southern Queens Village below Jamaica Ave). The neighborhood is part of Queens Community Board 13.[5]","https://en.wikipedia.org/wiki/Queens_Village,_Queens"
11429,Queens,Southeast Queens,Queens Village,"Queens_Village,_Queens","Queens Village is a mostly residential middle class neighborhood in the eastern part of the New York City borough of Queens.[4] The Queens Village Post Office serves the ZIP codes of 11427 (Hollis Hills and Bellaire), 11428 (central Queens Village), and 11429 (Southern Queens Village below Jamaica Ave). The neighborhood is part of Queens Community Board 13.[5]","https://en.wikipedia.org/wiki/Queens_Village,_Queens"
11231,Brooklyn,Northwest Brooklyn,Red Hook,"Red_Hook,_Brooklyn","Red Hook is a neighborhood in the New York City borough of Brooklyn, New York. The neighborhood is part of Brooklyn Community Board 6.","https://en.wikipedia.org/wiki/Red_Hook,_Brooklyn"
11374,Queens,Northwest Queens,Rego Park,"Rego_Park,_Queens","Rego Park is a neighborhood in the borough of Queens in New York City. Rego Park is bordered to the north by Elmhurst and Corona, the east and south by Forest Hills and the west by Middle Village. Rego Park's boundaries include Queens Boulevard, the Long Island Expressway, Woodhaven Boulevard, and Yellowstone Boulevard. There is a large Jewish population in the neighborhood, which features high-rise apartment buildings and detached houses, as well as a large commercial zone.","https://en.wikipedia.org/wiki/Rego_Park,_Queens"
11418,Queens,Southwest Queens,Richmond Hill,"Richmond_Hill,_Queens","Richmond Hill is a racially and culturally integrated urban neighborhood in southwestern Queens County, a borough of New York City. It abuts Kew Gardens (North), Jamaica (East), Ozone and South Ozone Park (South), and Woodhaven (West). The neighborhood is split between Queens Community Board 9 and 10.[3] Main commercial streets in the neighborhood include Jamaica Avenue, Atlantic Avenue and Liberty Avenue; Richmond Hill is home to a density of Christian churches (both major denominations and storefront), Sikh gurdwaras, Hindu mandirs, Jewish synagogues, and Muslim masjids.","https://en.wikipedia.org/wiki/Richmond_Hill,_Queens"
11419,Queens,Southwest Queens,Richmond Hill,"Richmond_Hill,_Queens","Richmond Hill is a racially and culturally integrated urban neighborhood in southwestern Queens County, a borough of New York City. It abuts Kew Gardens (North), Jamaica (East), Ozone and South Ozone Park (South), and Woodhaven (West). The neighborhood is split between Queens Community Board 9 and 10.[3] Main commercial streets in the neighborhood include Jamaica Avenue, Atlantic Avenue and Liberty Avenue; Richmond Hill is home to a density of Christian churches (both major denominations and storefront), Sikh gurdwaras, Hindu mandirs, Jewish synagogues, and Muslim masjids.","https://en.wikipedia.org/wiki/Richmond_Hill,_Queens"
11385,Queens,Northwest Queens,Ridgewood,"Ridgewood,_Queens","Ridgewood is a neighborhood in the New York City borough of Queens. It borders the neighborhoods of Maspeth, Middle Village and Glendale, as well as the Brooklyn neighborhoods of Bushwick and East Williamsburg. Historically, the neighborhood straddled the Queens-Brooklyn boundary. The neighborhood is part of Queens Community Board 5.[5]","https://en.wikipedia.org/wiki/Ridgewood,_Queens"
10471,Bronx,Kingsbridge and Riverdale,Riverdale,"Riverdale,_Bronx","Riverdale is an upper middle class residential neighborhood in the northwest portion of the Bronx, a borough in New York City. Riverdale, which has a population of 47,850 as of the 2000 United States Census, contains the northernmost point in New York City.","https://en.wikipedia.org/wiki/Riverdale,_Bronx"
11434,Queens,Jamaica,Rochdale Village,"Rochdale_Village,_Queens","Rochdale Village is a Housing foundation/ Co-op and neighborhood in the southeastern corner of the New York City borough of Queens. Located in Community Board 12, Rochdale Village is grouped as part of Greater Jamaica, corresponding to the former Town of Jamaica.[2] It is adjacent to four other Queens neighborhoods: St. Albans to the east, South Jamaica to the west, Locust Manor to the north, and Springfield Gardens to the south across the Belt Parkway. Rochdale is about 2 miles (3.2Â km) off the Queens/Nassau border and about 1 mile (1.6Â km) north of the John F. Kennedy International Airport.","https://en.wikipedia.org/wiki/Rochdale_Village,_Queens"
11694,Queens,Rockaways,Rockaway Park,"Rockaway_Park,_Queens","Rockaway Park is a neighborhood in the New York City borough of Queens. The area is on the Rockaway Peninsula, nestled between Jamaica Bay to the north and the Atlantic Ocean to the south. The neighborhood of Rockaway Beach lies on its eastern border while the community of Belle Harbor is situated on its western side. The neighborhood is part of Queens Community Board 14.[1]","https://en.wikipedia.org/wiki/Rockaway_Park,_Queens"
10044,Manhattan,Upper East Side,Roosevelt Island,Roosevelt_Island,"Roosevelt Island is a narrow island in New York City's East River. It lies between Manhattan Island to its west and the borough of Queens on Long Island to its east, and is part of the borough of Manhattan. Running from the equivalent of East 46th to 85th Streets on Manhattan Island, it is about 2 miles (3.2Â km) long, with a maximum width of 800 feet (240Â m), and a total area of 147 acres (0.59Â km2). Together with Mill Rock, Roosevelt Island constitutes Manhattan's Census Tract 238, which has a land area of 0.279Â sqÂ mi (0.72Â km2),[3] and had a population of 9,520 as of the 2000 United States Census.[4][note 1] It had a population of 11,661 as of the 2010 United States Census.[1]",https://en.wikipedia.org/wiki/Roosevelt_Island
11422,Queens,Southeast Queens,Rosedale,"Rosedale,_Queens","Rosedale is a neighborhood in New York City in the southeastern portion of the borough of Queens. The neighborhood is on the border of Queens and Nassau County, Long Island. The neighborhood is part of Queens Community Board 13.","https://en.wikipedia.org/wiki/Rosedale,_Queens"
11229,Brooklyn,Southern Brooklyn,Sheepshead Bay,"Sheepshead_Bay,_Brooklyn#Madison","Sheepshead Bay is a bay separating the mainland of Brooklyn, New York City, from the eastern portion of Coney Island, the latter originally a barrier island but now effectively an extension of the mainland with peninsulas both east (the neighborhood of Manhattan Beach) and west (the neighborhoods of Coney Island and Sea Gate). The mouth of the bay is about 1.0 mile (1.6Â km) southwest of Marine Park, Brooklyn. The area is part of Brooklyn Community Board 15[1] and lies east of Gravesend and south of Midwood.","https://en.wikipedia.org/wiki/Sheepshead_Bay,_Brooklyn#Madison"
10012,Manhattan,Greenwich Village and Soho,Soho,Soho,"Soho is an area of the City of Westminster, part of the West End of London. Originally a fashionable district for the aristocracy, since the 19th century it has been established as one of the main entertainment districts in the capital.",https://en.wikipedia.org/wiki/Soho
10472,Bronx,Southeast Bronx,Soundview,"Soundview,_Bronx","Soundview is a working-class neighborhood geographically located in the Clason Point section of the borough of the Bronx in New York City. The neighborhood is part of Bronx Community Board 9. Its boundaries, starting from the North and moving clockwise are the Cross-Bronx Expressway to the North, White Plains Road to the East, Lacombe Avenue to the South, and the Bronx River to the West. The Bruckner Expressway bisects the neighborhood horizontally along the center and the Bronx River Parkway runs north to south. Soundview Avenue is the primary thoroughfare through Soundview. The local subway are the 6 and <6>â€‹ trains, operating along Westchester Avenue. Zip codes include 10472 and 10473. The area is patrolled by the 43rd Precinct[2] located at 900 Fteley Avenue. New York City Housing Authority (NYCHA) property in the area is patrolled by P.S.A. 8 at 2794 Randall Avenue in the Throggs Neck section of the Bronx. The studios for News 12 The Bronx are located here.","https://en.wikipedia.org/wiki/Soundview,_Bronx"
10473,Bronx,Southeast Bronx,Soundview,"Soundview,_Bronx","Soundview is a working-class neighborhood geographically located in the Clason Point section of the borough of the Bronx in New York City. The neighborhood is part of Bronx Community Board 9. Its boundaries, starting from the North and moving clockwise are the Cross-Bronx Expressway to the North, White Plains Road to the East, Lacombe Avenue to the South, and the Bronx River to the West. The Bruckner Expressway bisects the neighborhood horizontally along the center and the Bronx River Parkway runs north to south. Soundview Avenue is the primary thoroughfare through Soundview. The local subway are the 6 and <6>â€‹ trains, operating along Westchester Avenue. Zip codes include 10472 and 10473. The area is patrolled by the 43rd Precinct[2] located at 900 Fteley Avenue. New York City Housing Authority (NYCHA) property in the area is patrolled by P.S.A. 8 at 2794 Randall Avenue in the Throggs Neck section of the Bronx. The studios for News 12 The Bronx are located here.","https://en.wikipedia.org/wiki/Soundview,_Bronx"
11436,Queens,Jamaica,South Jamaica,"South_Jamaica,_Queens","South Jamaica (also commonly known as ""The Southside"") is a residential neighborhood in the borough of Queens in New York City, located south of downtown Jamaica. It is part of Queens Community Board 12.[1] Although a proper border has not been established, the neighborhood is an overall subset of the greater Jamaica area that faces the Long Island Rail Road Main Line tracks, Jamaica Avenue or Liberty Avenue to the north; the Van Wyck Expressway on the west; and Merrick Boulevard toward the east, adjoining the neighboring community of St. Albans.[2] Other primary thoroughfares of South Jamaica include Baisley, Foch, Linden, Guy R. Brewer, Sutphin, and Rockaway Boulevards.[3]","https://en.wikipedia.org/wiki/South_Jamaica,_Queens"
11412,Queens,Jamaica,St. Albans,"St._Albans,_Queens","St. Albans is a residential middle class community in the New York City borough of Queens centered on the intersection of Linden Boulevard and Farmers Boulevard, about two miles north of JFK Airport. It is southeast of Jamaica, west of Cambria Heights, north of Springfield Gardens, and northwest of Laurelton.[2] The neighborhood is part of Queens Community Board 12,[3][4] and is served by the St. Albans Post Office, ZIP Code 11412. The population within the ZIP code, according to the 2010 census, was 34,882Â â€“ a decline of 7% from the 37,452 of 2000.[1]","https://en.wikipedia.org/wiki/St._Albans,_Queens"
10301,Staten Island,Stapleton and St. George,St. George,"St._George,_Staten_Island","St. George is a neighborhood on the northeastern tip of Staten Island in New York City, where the Kill Van Kull enters Upper New York Bay. It is the most densely developed neighborhood on Staten Island, and the location of the administrative center for the borough and for the coterminous Richmond County. The Staten Island terminal of the Staten Island Ferry is located here, as well as the northern terminus of the Staten Island Railway. St. George is bordered on the south by the neighborhood of Tompkinsville and on the west by the neighborhood of New Brighton.","https://en.wikipedia.org/wiki/St._George,_Staten_Island"
11239,Brooklyn,Canarsie and Flatlands,Starrett City,"Starrett_City,_Brooklyn","Starrett City (informally and colloquially known as the Spring Creek Towers) is a housing development in the Spring Creek (East New York) section of Brooklyn, New York City. It opened in 1974, and assumed the name of Spring Creek Towers in 2002, though it is still popularly known as Starrett City. The neighborhood is part of Brooklyn Community Board 5. Starrett City is patrolled by the NYPD's 75th Precinct as well as by a private police force.","https://en.wikipedia.org/wiki/Starrett_City,_Brooklyn"
11104,Queens,Northwest Queens,Sunnyside,"Sunnyside,_Queens","Sunnyside is a middle-class neighborhood in the Western portion of the New York City borough of Queens. It shares borders with Hunters Point and Long Island City to the west, Astoria to the north, Woodside to the east and Maspeth to the south. The neighborhood is part of Queens Community District 2, served by Queens Community Board 2.[1] The neighborhood's boundaries correspond roughly with those of ZIP code 11104, an area of nearly 0.5 square miles (1.3Â km2) with a population of around 27,000. It contains the Sunnyside Gardens Historic District, one of the first planned communities in the United States.[2]","https://en.wikipedia.org/wiki/Sunnyside,_Queens"
10002,Manhattan,Lower East Side,Lower East Side,Lower_East_Side,"The Lower East Side, sometimes abbreviated as LES, is a neighborhood in the southeastern part of the New York City borough of Manhattan, roughly located between the Bowery and the East River, and Canal Street and Houston Street. Traditionally an immigrant, working-class neighborhood, it began rapid gentrification in the mid-2000s, prompting The National Trust for Historic Preservation to place the neighborhood on their list of America's Most Endangered Places.[2][3]",https://en.wikipedia.org/wiki/Lower_East_Side
10021,Manhattan,Upper East Side,Upper East Side,Upper_East_Side,"The Upper East Side is a neighborhood in the borough of Manhattan in New York City, between Central Park/Fifth Avenue, 59th Street, the East River, and 96th Street.[2] The area incorporates several smaller neighborhoods, including Lenox Hill, Carnegie Hill, and Yorkville. Once known as the Silk Stocking District,[3] it is now one of the most affluent neighborhoods in New York City.[4]",https://en.wikipedia.org/wiki/Upper_East_Side
10065,Manhattan,Upper East Side,Upper East Side,Upper_East_Side,"The Upper East Side is a neighborhood in the borough of Manhattan in New York City, between Central Park/Fifth Avenue, 59th Street, the East River, and 96th Street.[2] The area incorporates several smaller neighborhoods, including Lenox Hill, Carnegie Hill, and Yorkville. Once known as the Silk Stocking District,[3] it is now one of the most affluent neighborhoods in New York City.[4]",https://en.wikipedia.org/wiki/Upper_East_Side
10075,Manhattan,Upper East Side,Upper East Side,Upper_East_Side,"The Upper East Side is a neighborhood in the borough of Manhattan in New York City, between Central Park/Fifth Avenue, 59th Street, the East River, and 96th Street.[2] The area incorporates several smaller neighborhoods, including Lenox Hill, Carnegie Hill, and Yorkville. Once known as the Silk Stocking District,[3] it is now one of the most affluent neighborhoods in New York City.[4]",https://en.wikipedia.org/wiki/Upper_East_Side
10023,Manhattan,Upper West Side,Upper West Side,Upper_West_Side,"The Upper West Side, sometimes abbreviated UWS,[2] is a neighborhood in the borough of Manhattan, New York City, that lies between Central Park and the Hudson River and between West 59th Street and West 110th Street. The Upper West Side is sometimes also considered by the real estate industry to include the neighborhood of Morningside Heights.[3]",https://en.wikipedia.org/wiki/Upper_West_Side
10024,Manhattan,Upper West Side,Upper West Side,Upper_West_Side,"The Upper West Side, sometimes abbreviated UWS,[2] is a neighborhood in the borough of Manhattan, New York City, that lies between Central Park and the Hudson River and between West 59th Street and West 110th Street. The Upper West Side is sometimes also considered by the real estate industry to include the neighborhood of Morningside Heights.[3]",https://en.wikipedia.org/wiki/Upper_West_Side
10025,Manhattan,Upper West Side,Upper West Side,Upper_West_Side,"The Upper West Side, sometimes abbreviated UWS,[2] is a neighborhood in the borough of Manhattan, New York City, that lies between Central Park and the Hudson River and between West 59th Street and West 110th Street. The Upper West Side is sometimes also considered by the real estate industry to include the neighborhood of Morningside Heights.[3]",https://en.wikipedia.org/wiki/Upper_West_Side
10465,Bronx,Southeast Bronx,Throggs Neck,Throggs_Neck,"Throggs Neck (also known as Throgs Neck) is a narrow spit of land in the southeastern portion of the borough of the Bronx in New York City. It demarcates the passage between the East River (an estuary), and Long Island Sound. ""Throggs Neck"" is also the name of the neighborhood of the peninsula, bounded on the north by East Tremont Avenue and Baisley Avenue, on the west by Westchester Creek, and on the other sides by the River and the Sound. The neighborhood is part of Bronx Community District 10.[2] Throggs Neck was largely exempt from the severe urban decay that affected much of the Bronx in the 1970s.[3]",https://en.wikipedia.org/wiki/Throggs_Neck
10304,Staten Island,Stapleton and St. George,Todt Hill,Todt_Hill,"Todt Hill is a 401-foot-tall hill formed of serpentine rock on Staten Island, New York. It is the highest natural point in the five boroughs of New York City and the highest elevation on the entire Atlantic coastal plain from Florida to Cape Cod.[2] The summit of the ridge is largely covered in woodlands as part of the Staten Island Greenbelt, although much of the surrounding area is developed and residential.[3] It is considered one of the most exclusive and most expensive areas of Staten Island.[4]",https://en.wikipedia.org/wiki/Todt_Hill
10307,Staten Island,South Shore,Tottenville,"Tottenville,_Staten_Island","Tottenville is the southernmost neighborhood of Staten Island, New York City and New York State, with an area of approximately 1.7 square miles (4.4Â km2). Originally named Bentley Manor by one of its first settlers, Captain Christopher Billop (1638â€“1726), after a small ship he owned named the Bentley, the district was renamed Tottenville in 1869, apparently in honor of the locally prominent Totten family, whose name can be seen on tombstones in one of the earliest churches, Bethel Methodist Church, on Amboy Road. The neighborhood is represented in the New York City Council by Joe Borelli and in the New York State Assembly by Ronald Castorina, Jr.","https://en.wikipedia.org/wiki/Tottenville,_Staten_Island"
10457,Bronx,Central Bronx,Tremont,"Tremont,_Bronx","Tremont, is a residential neighborhood in the West Bronx, New York City. The neighborhood is part of Bronx Community Board 6. Its boundaries, starting from the north and moving clockwise are: East 181st Street to the north, Southern Boulevard to the east, the Cross-Bronx Expressway to the south, and the Grand Concourse to the West. East Tremont Avenue is the primary thoroughfare through Tremont. The local subway is the IND Concourse Line (B and â€‹D trains), operating along the Grand Concourse. Zip codes include 10453 and 10457. The area is patrolled by the NYPD's 48th Precinct located at 450 Cross Bronx Expressway within Tremont.[3]","https://en.wikipedia.org/wiki/Tremont,_Bronx"
10038,Manhattan,Lower Manhattan,Two Bridges,"Two_Bridges,_Manhattan","Two Bridges is a neighborhood in the New York City borough of Manhattan, nestled at the southern end of the Lower East Side and Chinatown on the East River waterfront, near the footings of the Brooklyn Bridge and Manhattan Bridge. The neighborhood has been considered to be a part of the Lower East Side for much of its history. Two Bridges has traditionally been an immigrant neighborhood, previously populated by immigrants from Europe, and more recently from Latin America and China. The Two Bridges Historic District was listed in the National Register of Historic Places in September 2003.[1]","https://en.wikipedia.org/wiki/Two_Bridges,_Manhattan"
10466,Bronx,Northeast Bronx,Wakefield,"Wakefield,_Bronx","Wakefield is a working-class and middle-class section of the northern borough of the Bronx in New York City, bounded by the New York city line with Westchester County or 243rd street to the north, 222nd Street to the south, and the Bronx River, Bronx River Parkway and Metro-North Railroad tracks to the west. Wakefield is the northernmost neighborhood in New York City (although the city's northernmost point is actually in Riverdale, at the College of Mount Saint Vincent). The neighborhood is part of Bronx Community District 12.[2] The neighborhood's primary ZIP Code is 10466, with certain areas around East 241st Street and White Plains Road listed as 10470.","https://en.wikipedia.org/wiki/Wakefield,_Bronx"
11213,Brooklyn,Central Brooklyn,Weeksville,"Weeksville,_Brooklyn","Weeksville is a neighborhood founded by African American freedmen in what is now Brooklyn, New York, United States, part of the present-day neighborhood of Crown Heights.","https://en.wikipedia.org/wiki/Weeksville,_Brooklyn"
10460,Bronx,Central Bronx,West Farms,"West_Farms,_Bronx","West Farms is a residential neighborhood in a west central part of The Bronx, New York City, also known as the northeast corner of the South Bronx. The neighborhood is part of Bronx Community Board 6. Its boundaries, starting from the north and moving clockwise are: Bronx Park to the north, the Bronx River Parkway to the east, the Cross-Bronx Expressway to the south, and Crotona Avenue to the west. East Tremont Avenue is the primary thoroughfare through West Farms. The local subway station is the IRT White Plains Road Line (2 and â€‹5) at West Farms Square â€“ East Tremont Avenue, operating along Boston Road and East 180th Street on Morris Park Avenue. Zip codes include 10460. The area is patrolled by the NYPD's 48th Precinct[2] located at 450 Cross Bronx Expressway in East Tremont. NYCHA property in the area is patrolled by P.S.A. 8 at 2794 Randall Avenue in the Throggs Neck section of the Bronx.","https://en.wikipedia.org/wiki/West_Farms,_Bronx"
11357,Queens,North Queens,Whitestone,"Whitestone,_Queens","Whitestone is an upper middle-class residential neighborhood in the northernmost part of the New York City borough of Queens. The neighborhood proper is located between the East River to the north and 25th Avenue to the south. Whitestone is surrounded by College Point, Flushing, Bayside, Auburndale, Linden Hill, and Murray Hill.","https://en.wikipedia.org/wiki/Whitestone,_Queens"
11206,Brooklyn,Bushwick and Williamsburg,Williamsburg,"Williamsburg,_Brooklyn","Williamsburg is a neighborhood in the New York City borough of Brooklyn, bordering Greenpoint to the north; Bedfordâ€“Stuyvesant to the south; Bushwick, East Williamsburg, and Ridgewood, Queens to the east; and Fort Greene and the East River to the west. Part of Brooklyn Community Board 1, the neighborhood is served in the south by the NYPD's 90th Precinct[4] and in the north by the 94th Precinct.[5] On the New York City Council, the western and southern parts of the neighborhood are represented by the 33rd District; and its eastern part by the 34th District.[6][7] As of the 2010 United States Census, the neighborhood's population is 32,926, an increase of 2.0% from 2000.[8]","https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn"
11211,Brooklyn,Greenpoint,Williamsburg,"Williamsburg,_Brooklyn","Williamsburg is a neighborhood in the New York City borough of Brooklyn, bordering Greenpoint to the north; Bedfordâ€“Stuyvesant to the south; Bushwick, East Williamsburg, and Ridgewood, Queens to the east; and Fort Greene and the East River to the west. Part of Brooklyn Community Board 1, the neighborhood is served in the south by the NYPD's 90th Precinct[4] and in the north by the 94th Precinct.[5] On the New York City Council, the western and southern parts of the neighborhood are represented by the 33rd District; and its eastern part by the 34th District.[6][7] As of the 2010 United States Census, the neighborhood's population is 32,926, an increase of 2.0% from 2000.[8]","https://en.wikipedia.org/wiki/Williamsburg,_Brooklyn"
11421,Queens,Southwest Queens,Woodhaven,"Woodhaven,_Queens","Woodhaven is a middle-class neighborhood located in the central section of the New York City borough of Queens. Woodhaven, once known as Woodville, has one of the greatest tree populations in the borough and is known for its proximity to the hiking trails of Forest Park.[3] It retains the small-town feel of bygone days and is home to people of many different ethnicities.[4][5]","https://en.wikipedia.org/wiki/Woodhaven,_Queens"
